review_id,label,user,ip,star,text
REVIEW4895,-,USER4673,IP3104,2,一进店，员工也不管。地砖上的小卡通图片使人笑有许多厨师在切鸭子。服务员说一道菜要足足30至50分钟。倒～～～～～～～
REVIEW4896,+,USER4674,IP117,5,算是很不错的店，火锅嘛，其实差不多都没什么比较大的口味差别，但是有点好吃的东西就会吸引我一直去，最想吃的就是他们家的烧烤
REVIEW4897,-,USER3822,IP2632,5,这里的环境很好，新装修的很干净，给人感觉很舒服，我们十个人吃了500快不到，在这里吃到的鱼是别的地方吃不到的，还都是活的先称再杀，大家可以去尝尝
REVIEW4898,+,USER4675,IP43,5,冬天吃火锅特别好，点个骨头锅再点几个蔬菜再加上一盘羊肉，一般四个人去吃刚好。价格便宜，味道也好， 还有豆浆饮料啤酒，只有一点不好，没有6个大一点的位子，要是6个人桌。人多了就不感觉不怎么舒服了
REVIEW4899,-,USER4676,IP2607,5,说到康师傅由于吃的汤面很多的关系。所以一直还是很认准这个牌子的。这里的红烧牛肉面的味道很好吃。汤料很仙牛肉大小都还可以。面的量也够吃.江想想态度很好
REVIEW4900,-,USER4677,IP3105,4,之前团购去过一次 感觉还不错啦 这次去吃的骨头锅 料很多  本以为吃不完结果  味道很吃的很干净 呵呵 羊肉串味道很好 不肥不  下次一定带朋友来吃！
REVIEW4901,-,USER4678,IP1856,4,和下午茶的地方，很典型的欧式建筑，里面的环境很好，桌椅设计的都很舒服，座位之间的距离也蛮宽敞的，感觉就是把每个座位都设计了个人的独立空间，蛮喜欢的，点了杯咖啡无糖的，和朋友在里面聊天，还可以无线上网也。
REVIEW4902,+,USER4679,IP534,5,第一次走进巧芋工坊的时候就感觉里面的环境和服务都挺不错的，品尝了里面的食物之后更加对它的认可了，环境好，服务佳。主要的还是里面的食品的口感OK！
REVIEW4903,+,USER4680,IP35,5,他家套餐我是经常去的，有好几套，很划算，我们同事每星期都会去一两次的，出去买的话还不一定吃的好，而且还贵，三四个人足够吃了，烤鸭很好，也不油腻，包着饼吃，别又一番风味，有空你也去吃吃他家的套餐，，，
REVIEW4904,-,USER4681,IP3106,5, 店面虽然不大，环境很不错，价格合理，速度也很快，干净卫生，口味适中，很不错。
REVIEW4905,-,USER4682,IP90,4,说真心话，不知道丰收日名气为啥这么大？当然，众口难调吧！反正本人觉得这里的菜口味实在一般，没有想象中那么好吃，但是生意还是那么好，好吧！可能只是我不喜欢这里的口味吧！
REVIEW4906,-,USER4683,IP3107,5,南非红茶牛奶据说是用南非的红茶加牛奶做的哦，南非红茶也称路易波式茶，此茶对人体非常有益！
REVIEW4907,+,USER4684,IP149,1,地溝油 地溝油 地溝油地溝 油地溝油 地溝油 地溝 油地溝 油地溝油
REVIEW4908,-,USER4685,IP3108,4,最喜欢吃菜饭了，简单方便又好吃，他家的菜饭量很多，而且味道也蛮好的，咸淡正好， 骨头汤也是蛮鲜的，菜饭配骨头汤味道很棒啊！价格也很实惠的。推荐~
REVIEW4909,-,USER4686,IP3109,1,棋牌室装修差。很老的装修，灯也是坏的就一只灯泡亮着，服务差。意面超难吃还不便宜好像要62一份。人均也不便宜啊。
REVIEW4910,+,USER4687,IP3110,5,之前朋友请我在这里喝茶，感觉还是不错的。服务很到位，很喜欢这里的环境。
REVIEW4911,-,USER4688,IP3111,3,很晚去的 这家白天不营业的 哈哈 很奇怪吧  生意不是很好 但来的客人几乎都是日本人  说明一点 很正宗！ 这里的价位很贵 食材还算新鲜  有要找安静的地方吃饭不介意价格的这里还不错！
REVIEW4912,-,USER4689,IP3112,3,牛奶棒很有趣，烧仙草料很多吃起来很麻烦，刚来的时候人气不错，打着太晚古早的噱头
REVIEW4913,+,USER4690,IP1891,5,上个月听朋友说麦万樽很不错，我前两天去品尝了下，是蛮不错的，交通方便，服务态度也好。关键是菜烧的合我们上海人的味道。
REVIEW4914,-,USER4691,IP3113,5,嘻嘻，表姐生小孩之后，让我负责来这边订了西点滴，虽然价格有点贵了，但是这是世界上独一无二滴饼干呀，还刻上了宝宝的名字滴，很可爱吧，真正的独一无二，超赞，搞得我都好想要个宝宝啦，这样的店，这样的主题的西点房还不是很多啦，所以觉得这个老板好有创意啊的啊，想法好赞，饼干味道也很不错滴啦，很香浓滴，要是能股永久保存就最好了。
REVIEW4915,-,USER4692,IP3114,4,千品网，3.8元的团购，只能三选一，第一次吃的时候选了那个黑糖红豆布丁奶茶，味道很好。之后几次去，都说没有红豆，不知道是不是存心不让团购的吃红豆咩？....？所以第二次是吃了珍珠奶茶，味道一般般啦，没那个黑糖什么的好次。
REVIEW4916,-,USER4693,IP3115,4,  和朋友一到丰收日吃饭，点了一桌子的菜，都浪费了没吃完，菜的口味偏咸喝了好多啤酒，希望厨师少放点盐，服务员蛮勤快不停的给我加茶很热情。
REVIEW4917,-,USER4694,IP3116,3,团购去的，别人请客的。有烤鸭，当然了鸭皮包饼吃，然后有个芥末鸭掌还不错，冷菜还有一个叫不出名字不过觉得味道也不错。别的还有一条鱼，蒜蓉虾，酒酿圆子，别的忘记了。 总之味道很是一般，价格呢也算偏贵，所以吃的人不多，人气一般。
REVIEW4918,-,USER4695,IP459,4,康师傅的环境还不错，产品不错，很精致，口味也很不错，服务员态度也很好。
REVIEW4919,-,USER4696,IP3117,4,很喜欢这家人家的辣酱面和小馄饨，非常好吃！经济实惠！老板娘和老板非常和蔼可亲。
REVIEW4920,+,USER4697,IP406,5,从门口经过很多次 本来以为是台式奶茶 准备一试 后来发现是港式奶茶 味道比较正宗的 今天只喝了丝袜奶茶 改天一定会再去试试其他的
REVIEW4921,+,USER4698,IP3118,5,真的挺好的！！真的挺好的！！真的挺好的！！真的挺好的！！真的挺好的！！真的挺好的！！
REVIEW4922,+,USER4699,IP1667,5,我最喜欢吃的就是飞饼了，看阿姨在那舞动没一会香喷喷的飞饼就上桌了，小料可以自己调配，喜欢什么就可以选择什么。总有你喜欢的
REVIEW4923,-,USER4700,IP3119,5,味道好，环境不错，服务一流，真的感觉不错，下次再来就选这家、、
REVIEW4924,-,USER4701,IP103,5,下飞机经过这家面店，看见门口有个领位的小姑娘叫邓丽喊了一句康师傅牛肉面营养美味，就进去点了一个汤面，一个拌面，两个馅饼，一个凉拌黄瓜，一个凉拌木耳。拌面的味道比较浓，蛮好吃的。黄瓜和木耳味道都不错，就是分量比较少，小杯装的。再说馅饼，是韭菜陷儿的，妈妈喜欢的味道，我很少吃韭菜，一来受不了韭菜的味道，二来韭菜纤维不宜消化。但是...吃这个韭菜馅饼儿，确实有点家里的味道。。。
REVIEW4925,-,USER4702,IP3120,4,环境服务无可挑剔，让你感觉你真的是上帝，味道都不错... 有时间就可以来的
REVIEW4926,-,USER4703,IP3121,5,总体很好  色香味俱全 你好  我们是生产外卖外送箱和外送车的    外送箱能遮风.避雨.保温.保味是外送的首选也能展示餐厅和连锁公司的实力   贵公司是否有需要   0755-27803089  www.jzera.com.cn
REVIEW4927,-,USER4704,IP3122,5,真的不错，我住在附近，经常吃，这家店做了几年一直都做的不错，味道一直保持的很好，生意很好每天都排队，最近还做了一种特色鱼丸，很鲜很嫩
REVIEW4928,-,USER4177,IP2997,5,晚上朋友聚会就是定在这家吃的晚饭，点了一桌子的菜，都是一些家常菜和海鲜，味道还不错，我们大家吃的很开心的，服务也很周到，下次有机会还会再来这里聚聚的，\(^o^)/~
REVIEW4929,+,USER4705,IP872,5,朋友儿子满月的时候去过，很宽敞的，菜也很是好吃，个人很喜欢吃他们家的黑椒牛排，味道不错。 包房也很好，下次去的时候去坐坐。
REVIEW4930,+,USER4706,IP1344,5,这家的菜不错我们去了好几次有一次我们点了两个鱼头，都吃的光光的汤都吃完了，我老婆最爱吃他们家的鱿鱼须。还点了个鸡蛋蛮嫩的
REVIEW4931,-,USER4707,IP635,4,来上海玩朋友带我去了他家附近的金桥家乐福，正好晚饭时间就去了大食代吃饭，边走边看突然有个叫川韵水煮的吸引了我（我本来就喜欢吃辣的），看真服务员正在拌面我也买了一份，真的很好吃。
REVIEW4932,+,USER4708,IP3123,4,太吃啦啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
REVIEW4933,+,USER1303,IP177,5,一直就比较喜欢喝奶茶，昨天才发现在这里新开了家，怎么可能错过呢？更何况是真正的台湾口味，价格也不贵，口味也很醇香、可口。 希望尚嘟茶饮公司越做越大。
REVIEW4934,-,USER4709,IP2556,5,前天请客户去吃的， 环境服务都还不错，价格也还过的去， 点了一大桌菜，但印象深刻的到没有，口味也一般. kkkkkkkkkkkkkkkkkkkkkkkkkkk
REVIEW4935,-,USER4710,IP163,5,道地的农家菜，味道很棒，鲜美，独具风味，性价比高  茄子饼很爽口，不油腻，同去的朋友毫不客气的点了2份 还是一扫而光 哈哈  下次来崇明玩还会再来!
REVIEW4936,-,USER4711,IP3124,4,"刚开张没几天吧，朋友非要吃这个东西，所以帮她买的，排了差不多40分钟的样子买到的，味道还行，比我平时吃到的蛋糕要松软，有点像蛋塔的赶脚,哈哈哈！"
REVIEW4937,+,USER4712,IP35,5,嘻嘻，前天买彩票，中奖了。请同事到鸭王来吃烤鸭，是中午吃午饭的时间过来的，他家有午市套餐的，很实惠的套餐，嗯，点了个套餐，唉，套餐有半只烤鸭的，怕不够吃、又加了一只烤鸭，大方一点吧。。=-=还点了一些其他的特色菜，，吃的很饱，服务员也挺不错。下次《中奖》再来的说、、、嘻嘻=-=
REVIEW4938,-,USER4713,IP3125,5,里面装饰的也非常的漂亮！关键是这里的东西很好吃，服务也很好 起里面的东西就有特别的感觉，名字和菜的味道都是很好的 值得大家去品尝一下哦！
REVIEW4939,-,USER4714,IP418,5,在长乐路上面逛衣服，晚上找东西吃的时候手机搜到的小店，看评价不错就预订了位子，地方不大，但是很干净，很日式，刺身确实是比较新鲜的说，牡丹虾和北极贝的个头都比外面的大，还点了寿喜锅加乌冬面，汤汁中规中矩，跟外面的一样微甜，牛肉很嫩，纹路很漂亮，有生鸡蛋配着，可尔必思味道不错，像酸奶
REVIEW4940,+,USER3084,IP161,5,老公公司发的蛋糕券，是个德国品牌的蛋糕，不知道是不是刚刚登录上海的以前好像没听过，上网查了下感觉蛋糕种类虽不多但都蛮精致的，反正有券就买了个试试咯。香芋蓝莓的口感还不错呢，因为有香芋的味道所以感觉蛋糕很是香甜绵润的，值得推荐哦。
REVIEW4941,-,USER4715,IP3126,4,。乐活鱼和滋味鱼都点了相对的后者还稍微能入口些。这里在外面看，很有格调，有一种复古的感觉（啡涡腮嗦赃柠缔俏偎勋宦），  我来教大家菜的做法：  1、猪肚用盐和面粉抓洗干净。2、白胡椒用刀拍碎。3、把拍碎的胡椒倒入猪肚。4、加入适量的水。5、电饭锅按煮饭键。6、酸菜切薄片。7、煮至猪肚能轻松用筷子插入。8、把猪肚捞出切条。9、切好的猪肚倒入汤里煮开。10、加入切好的酸菜煮开后出锅。                                                                            【原创首发】丝瓜鸡蛋粉丝汤做法   1   丝瓜去皮洗净切成薄片    2   鸡蛋打散备用    3   粉丝用冷水泡软    4   锅内放油，放入鸡蛋炒熟，然后用余油炒香葱花    5   加入丝瓜翻炒一下，然后添入一小碗水煮开    6   加入粉丝煮软，放入调料调匀即可                                                                                1. 将青鱼肉片成6厘米见方的薄片，共12片；2. 葱切段、姜切块；3. 将虾仁洗净和猪肥膘肉一起砸成细泥，加上蛋清、精盐、味精、黄酒和成馅，然后将虾泥抹在鱼片上，卷成卷摆在盘内；4. 勺内放入少许猪油烧热，放入葱姜块，炸出香气来，添上汤100毫升；5. 将葱姜块捞出，加上黄酒、精盐、味精，再将鱼卷推入勺内，用慢火煨熟后，用湿淀粉勾芡，淋上猪油，大翻勺，装盘内即成。
REVIEW4942,-,USER4716,IP3127,5,这次去奉贤海湾玩这家店确实是个意外惊喜，哥几个从海边玩累了饿了，刚好要取钱找自动取款机，从海边顺着奉炮公路往镇中间走，就在新海街农业银行正对面，一楼门面不大主要是冷柜里现点菜 好像大都是小海鲜 本帮菜和江浙风味叫不上名的小海鲜很多 很新鲜 听老板说好多都是渔民直接送货 二楼却有很多包房，最得意白米虾馒头鱼很鲜 朋友最好羊肉和剁椒鱼头.......价格好像还挺实惠 给一个!赞!!
REVIEW4943,+,USER4717,IP220,5,最近的午饭都在这解决的，有特价，很是便宜，几个人平均下来也就3、40吧，物美价廉 ，是个不错的地方
REVIEW4944,-,USER4718,IP3128,4,很不错的酒店，经济实惠，菜很好吃，服务环境不错！！下次还要来
REVIEW4945,-,USER4719,IP3129,4,去喝过好多次了 本人酒吧也没少去 感觉老板调酒调得不错的 问了以后原来以前酒吧做的 卖的都是经典款的一些鸡尾酒 今天才看到有点评的商铺 以后会常带跟兄弟去喝两杯 蛮好额
REVIEW4946,-,USER4720,IP3130,3,烤鸭的卖相真的非常的好，亮亮的，薄薄的一片，不过清香的味道和应有的鸭肉香味缺少了不是一点点，吃个新鲜还可以，除了卖相，个人觉得还是阿三烤鸭更胜一筹。 值得一提的是，烤羊腿真的不错，和一般的新疆烤羊有的一拼。 其他的菜，只能说比全聚德好很多，还是可以入口的，不错滴 服务员的服务水平一般，态度很好 不过包房实在是太老旧了，厕所的笼头已经松动了......
REVIEW4947,-,USER4721,IP3131,4,老醋海蜇，海蜇非常的新鲜，手撕包菜，包菜很爽口，而且非常的入味，干锅带皮黄牛肉感觉非常的有弹性，所有的东西都很好吃，而且服务人员的态度也挺不错
REVIEW4948,-,USER4722,IP3132,2,上火车前随便打发一顿晚饭来吃的，28一碗的牛肉面，原来它真的只是色面好。。。没想到会这么难吃。。！牛肉确实有几块，但面没什么味道，而且我真的很讨厌这种软软的粗面条= =
REVIEW4949,-,USER4723,IP3133,4,看到上海生活时尚美食频道的推荐，特意过去尝试了一下，果然不虚此行啊，珍珠奶茶非常棒，仙草蜜也很清凉解暑，他们家的茶饮均可以选择冰量和糖量，很贴心，服务也很热情、到位，值得推荐。
REVIEW4950,-,USER4724,IP3134,5,非常实惠的团购。在喜马拉雅店买的。这里还非常新。但是店员态度非常好
REVIEW4951,+,USER4725,IP90,5,说是一家宁波菜的饭店，但是感觉特色不明显 虽说环境还不错，但是菜的口味就偏普通些了 吃了几次都还没记得什么印象特别深的菜
REVIEW4952,-,USER4726,IP1514,5,东西不错 蒜泥很好吃，海鲜种类很多 粥也很棒 锡纸烧烤少见但很不错哦
REVIEW4953,-,USER4727,IP326,5,康师傅私房牛肉面(平型关路店)口味还是比较特别的 有自己的味道 地点也是不错的 逛街累的话还可以顺便休息一下啊 顺便填饱肚子 总体来说 还是可以滴
REVIEW4954,+,USER4607,IP3135,5,老店新开，菜肴不错，环境清新！价格更是实惠！……………………
REVIEW4955,+,USER4728,IP1408,5,店虽然比较小 但是生意相当好 所以礼拜六去等菜要一些时间 服务员也都忙不过来 不过态度还不错 。。。
REVIEW4956,-,USER4729,IP363,1,希望酒店有自知之明吧，不然不久的将来会关门大吉的！太让人大失所望！
REVIEW4957,+,USER4730,IP175,5,昨天晚上我们十几个男人相聚在鸭王，为最后一个单身汉告别，下星期就结婚了。可惜啊，，，我们定了件最大的包房，叫帝王厅，今天我们都时帝王啊，点了两个鸭子，我最喜欢鸭掌了，很够味，大约等了半小时鸭子上来了、好香、我先来包了一个，真不错，一口气吃了好几块。真过瘾，最后在喝点小米粥吧，解解油，服务员看着我，搞的我都有点不好意思了，有个朋友喝多了，还吐了，服务员没有责怪我吗，还及时的为我们清理了，在这里我要非常感谢她，，，，，，
REVIEW4958,+,USER4731,IP543,5,经常去崇明的一个朋友介绍的饭店，这次有机会去崇明玩，就去了这家饭店，饭店还可以的，很干净，不是很大，专门做崇明的本地菜，特别是长江鲜味很多，我们这次几个人点了点梅子鱼，野生长江鮰鱼，清蒸厂家鲈鱼，这些都是野生的鱼，味道非常非常好，在上海是肯定吃不到的，价格也不贵，和上海是不能比的。他们家饭店的金瓜丝，白扁豆，茄子饼也做的非常好。都是崇明本地产的，崇明是长寿县，空气好，水好，所以菜也好吃，都是养生菜。
REVIEW4959,+,USER3508,IP2444,3,去过好几次。逛街时候的午饭。。.     .........
REVIEW4960,-,USER4732,IP3136,1,慢死人不偿命，菜上一个要等半个多小时，拍桌子的客人都愤怒了，哪有服务这么差的。气死人就算了，服务业一个劲道歉，就不会帮你催一下，关键菜很难吃，团购的估计还鄙视你吧，量超少，和图片完全不一样，非常不满意，看好多其他桌的拍桌子走了，不会来了，大家去不得啊!!!!!!
REVIEW4961,-,USER4733,IP561,4,环境和服务都很好，有很地道正宗的阳春面，感觉很用心。喜欢吃辣肉面，中午的时候人比较多，店里只有老板和老板娘，人多的时候要稍微等等
REVIEW4962,-,USER4734,IP3137,4,部门聚餐，下班了直接冲过去的。大家都是饥肠辘辘啊。所以菜一上来，差不多很快就一扫而光了。一共两桌人，每桌点了两只烤鸭，味道很好，皮油油的，包上那个面皮，再涂点酱，味道真是美极了。另外鸭架，一个做了汤，一个做了椒盐的。同事们喜欢吃椒盐的。但我比较喜欢吃烧汤的那个。还有卤水拼盘，也很好吃，鸭翅膀啃啃很美味。还有水晶虾仁，也好吃，我们还点了拨丝山药，丝能拉很长哟。
REVIEW4963,-,USER4735,IP3138,4,店家的来头不小哦，号称是来自爱尔兰的奶茶，还上过外卖单的专版呢，很有名的。店家位置不错，交通便利哈，还有二楼呐，面积很大。店家推出五大系列哦，包括精选奶茶、香浓可可&咖啡、拿铁&奶油什果冰、轻松鲜茶、椰汁捞等等，还有小零食出售，总体感觉不错，推荐。
REVIEW4964,-,USER4736,IP461,4,今天和小学同学聚餐，因为离学校进，以前经常来海王，那时候就喜欢吃他们的大混沌，那汤可好喝了，新推出的菜品也蛮有创意的，茶香羊菲力我最爱，老公最喜欢吃大虾仔爱上小公鸡，红烧肉是他们的经典，一如既往的经典
REVIEW4965,-,USER4737,IP3139,4,来一碗热气腾腾的酸辣粉，那就可以好满足了吧，酸辣粉其实很多很多的了，然后么，每一家的味道几乎都是不一样的了，都是自己的各种创新了呢，不得不说上海的这个酸辣粉，卖的还真是贵，我去年去重庆的时候，那里小吃街上，都是3块钱一碗的了，还是有点麻麻的感觉的呢，这里的都不正宗的啊，呼呼，我还是喜欢正宗的重庆酸辣粉啊
REVIEW4966,-,USER4738,IP3140,5,公司附近的餐厅，居然最近才去的 绝对的宝地，中午套餐68元4人的标准，如果想吃好吃的 还是单点吧 套餐里都含鸭汤，炖的很鲜美，如果能单点一鸭三吃更好~ 拔丝好玩，也很好吃，有机会还会去
REVIEW4967,-,USER4739,IP3141,3,和朋友一起来的这家店 环境看起来还好 坐在那里等了老半天服务员才过来找到我们问我们吃什么 感觉那服务员也挺没有精神的 菜的味道还好吧
REVIEW4968,-,USER4740,IP3142,4,每次下班路过这里的时候都会买个手抓饼里面可以加放鸡蛋，因为喜欢吃面食 ，手撕烂拿着吃真香！
REVIEW4969,+,USER4741,IP3143,5,很好吃啦。。赞一个，我就喜欢吃酸的，对我的胃口。。。。。。。。
REVIEW4970,-,USER4742,IP3144,5,我是亲眼所见，他们是自已生产的，都是采用传统农家生产工艺，纯手工生产，纯天然食品，口感微甜而糯，上面加各式各样的料，枣子，松子，红青绿丝等等，品质上乘，一包起批，提供快递发货，实惠好吃，老板不错，帮他推荐一下！
REVIEW4971,+,USER4743,IP58,5,不一样的面馆，不一样的面，来到了康师傅私房牛肉面馆，品尝下他家的招牌牛三宝面，很不错的面！服务员顾存芳服务也不错！
REVIEW4972,-,USER4744,IP3145,3,很有感觉的一家店跟别家不一样，有那个熏鱼，还有鸡汤味道也很鲜美啊，芝麻很香，虾肉很爽口。红烧肉很香，面条也很有劲道。等了一会才有空位，红烧肉、面筋木有点，餐厅的环境十分的大气也十分的阔气，很赞
REVIEW4973,-,USER4745,IP3146,3,去鸭王烤鸭是必点的。 中午套餐还是很划算的。汤有点小缺憾。有点腥，其他都还好
REVIEW4974,+,USER4746,IP1288,5,是老顾客了，一直都很喜欢来他们这边  不管是菜还是服务都是值得我一直信赖的。我女儿结婚也在这边 真心不错
REVIEW4975,-,USER4747,IP3147,3,中规中矩，公司小年会在这里开，有一个4桌的小隔间，吃的还算凑合吧，自己的话是不会去这种地方吃饭的。。。。停车还挺麻烦的。
REVIEW4976,+,USER4748,IP163,5,去崇明玩~朋友介绍去的~老板超nice的~~非常喜欢他们家的茄子饼!!本身不怎么爱茄子的，可是也吃了好多~如果再去崇明 肯定首选这个饭店！！！
REVIEW4977,+,USER4749,IP126,5,今天在鸭王吃饭，人好多，也许是服务员人手不够，在加上人多，他们有点忙不过来，情有可原，迎宾好漂亮，穿的衣服也好友意思，也不知道累不累，羊棒很好吃，就是吃的时候有点不大雅观，河虾仁也不错，量大，还是特价的，划算，。。孜然鸭心很正宗，老北京风味，，，
REVIEW4978,-,USER4750,IP953,4,感觉还不错。顶一下。推荐蕃茄味牛肉面。酸酸辣辣的。蛮好哈。。。。
REVIEW4979,-,USER4751,IP3148,4,108的团购 我和我老公两个人去的，我只能说份量够足 味道还行 ！家人吃饭的好去处
REVIEW4980,-,USER4752,IP2402,4,请朋友小聚，价格还算便宜，味道也不错，个人觉得海瓜子最好吃，服务很好，从进门开始就很热情，也比较勤快，整顿饭吃下了感觉非常好
REVIEW4981,-,USER4753,IP3149,3,不是很好找 还以为关门了呢  进去觉得蛮干净的 味道和所有的芋贵人 一样 好在很清静 不错不错 傍晚的时候 没有人 呵呵
REVIEW4982,-,USER4754,IP3150,4,别的还可以，就是包鸭肉的荷叶饼太差劲了，都黏在一起分也分不开。偷工减料了，现在
REVIEW4983,-,USER3407,IP3151,3,热干面是武汉特色汉族小吃 现在在上海 有挺多地方都有 感觉有点像是连锁 但实际却又不是 可他们                                                                                           的店名却是如出一撤  热干面又不是凉面 也不是汤面 属于比较特殊的一种做法 个人觉得吧 这家店                                                                                  做出来的热干面 味道还算不错 挺好吃的 只是一般都是中午 晚上去吃 倘若是武汉本地人的话 一般                                                                     都是作为早餐吃的 热干面感觉有点像是炒面 然后凉一会 再加上调味料 然后就基本完成了  不过这个                                                                              自己做就是做不出这种味道 总体来说 这家店 还是蛮好的
REVIEW4984,+,USER4755,IP371,5,我们学校的拓展课就是来在这里上手陶，我觉得十分有趣，这里的老师也很有耐心，不停地告诉我们怎么花和步骤，让我们觉得这节课充满着意义
REVIEW4985,-,USER1457,IP1953,5,总体很好   色香味俱全  你好  我们是生产外卖外送箱和外送车的    外送箱能遮风.避雨.保温.保味是外送的首选也能展示餐厅和连锁公司的实力   贵公司是否有需要   0755-27803089  www.jzera.com.cn
REVIEW4986,+,USER4756,IP102,5,向大家推荐推荐，鸭王还是很不错的，我们家人都经常去的，像宴请啊，家里人吃吃饭啊，都是很不错的选择。服务热情，菜的味道实在是好啊。
REVIEW4987,-,USER4757,IP3152,5,无意间路过的店，没想到水乡古镇的朱家角还有这样调调的小店～就被吸引了进去  原来点名square town谐音四块糖的意思，哈哈哈，好得意～  店里装修我好喜欢，是个适合拍照的地方哦～妹子们一定喜欢  东西都好好吃，现磨的咖啡很香，Pizza料好足～还有个有花瓣的奶茶，很特别～有花香和奶香，很好喝  还会再去的
REVIEW4988,-,USER4758,IP786,5,美味的牛肉面呀。喜欢呀。顶一下吧。环境不错。服务也很到位。上餐速度那叫个快呀。呵呵，新款甜品好吃。中秋节当月饼不错不上火
REVIEW4989,-,USER4759,IP380,4,   以前吧就在天津和北京吃康师傅，今天来了上海就在高铁站见到了，进顺便进来尝尝，服务和环境还是可以的，这边用餐算是比较干净卫生，比较放心的吧。还有，这家店属于快餐式的，所以速度还是蛮快的，适合赶飞机赶火车的人
REVIEW4990,+,USER4760,IP2183,5,康师傅的老味道。真正的用心做好面。我是老顾客了。每次必吃招牌的麻辣牛肉面。够辣。牛肉够多。小凉菜我喜欢吃黄瓜。清脆可口。挺！！！
REVIEW4991,+,USER4761,IP1236,5,今天是第一次来鸭王吃饭，早就听说他家的烤鸭很好吃了，今天终于是尝到了，肥而不腻，配上特质的鸭酱料和面饼，那叫一个赞呢！呵呵，肯定还会在来的，对了，还有一个服务员推荐的雀巢鸭宝确实蛮好吃的，包着生菜吃的，好，下次会带爸妈一起来的。。
REVIEW4992,+,USER4762,IP3153,5,好'''''''''''''''''''''''''''''
REVIEW4993,+,USER4763,IP25,5,味道还是不错的，我们点了葱香大排饭套餐 34，里面包含养身木耳小菜和一杯百事可乐，其中的大排和肯德基黄金咖喱猪排饭的大排很像，不过木有咖喱，排骨相对更加酥松和足量些，还有点了私房红烧牛肉面 38，经典红烧半筋半肉牛肉面套餐 36，这两份也都有小菜和饮料，朋友反馈味道还是不错的。
REVIEW4994,+,USER4764,IP1497,5,今天人很多啊，点餐有点慢啊，不过外场有电视看，没想到外场也那么暖和啊，这家店真不错，还有鸡尾酒，酒调的很专业，很正宗，下次还来点。
REVIEW4995,+,USER4765,IP3154,5,最喜欢喝雪梨口味的，雪梨百搭嘛，而且总能喝出那种香甜 那里的水果超级新鲜，感觉比水果店的还新鲜，这家是我的专属饮料吧了：）
REVIEW4996,-,USER4766,IP570,5,路过门口还以为是老房子供观赏的，门口服务员说是一家精品酒店，特意带领我们参观了一下，说是德式建筑，很有感觉的一幢洋房，有机会要去试试他们的菜肴，听说是淮扬特色，很健康的饮食
REVIEW4997,-,USER4767,IP3155,4,"生日去的，3个人，点了8个菜,1只鸭子，太油腻了，不适合我!"
REVIEW4998,-,USER4768,IP3156,3,绝对是我们这，比较有人气的羊肉火锅了，好像就数他们家的生意很旺，每天人都很多，虽然现在是夏天，但是大伙吃火锅的热情依然不减， 店里的空调打的很冷，热腾腾的羊肉火锅吃的很high。 这里的酱料挺好，味道浓郁。蘸上涮羊肉真的很入味。
REVIEW4999,-,USER3156,IP3157,1,垃圾   垃圾   垃圾   垃圾  垃圾   垃圾   垃圾   垃圾   垃圾  垃圾
REVIEW5000,-,USER4769,IP407,4,一个很温馨的地方 像在自己家的客厅一般的随意 为在自己家的朋友们用心的做出每一样食物 提供给同学们一个舒适 轻松的休息.学习的环境
REVIEW5001,-,USER4770,IP3158,2,刚吃了午饭回来，同事8个人一起去吃的。说真心的以后不会再去了。装潢绝对喜庆的！鸭肝还是冰冻的。拿上来还有冰渣渣。。。。除了我们这桌另外还有一桌就没见着其他的人了！烤鸭感觉不是很正宗，最后靠一碗汤泡饭填饱肚子。囧o(╯□╰)o
REVIEW5002,+,USER4771,IP1264,5,两个大人带个小孩去吃的，环境不错，服务很好，点了四个菜还没吃完，分量还是蛮多的，咸猪手还有剁椒鱼头都还蛮好吃的，～
REVIEW5003,-,USER4772,IP358,4,小笼皮薄汁多而且上来的话热气腾腾的，感觉很舒服。  另外就是小笼的汤汁相当的鲜美，汤汁流出来的时候很享受，皮也是相当的薄更加的浓郁。  价格方面还是很实惠的，适合早饭或者是下午茶的时候来，不过这里的高峰时间排队很长。
REVIEW5004,+,USER4773,IP3159,5,这家店真的是不错的，果汁也真的很好喝的，本人很喜欢，希望与更多的人来分享让更多的人喝到好喝的果汁，享受到果汁的营养
REVIEW5005,+,USER4774,IP2084,5,果汁真是好东西呀，更何况是现做的，真是吸引我们的眼球呀这么优质的果汁喝了让身体所需的含量都有，店里的环境很好很适合约会呀
REVIEW5006,-,USER4775,IP67,5,上海朗域国际酒店，上海宝山月浦，结婚最值得去的酒店，四星级标准，婚房尽然是豪华套房，结婚那天，好辛苦，却意外发现，婚房可以冲浪，爽啊，经理相当不错，乱七八糟的费用都没收，婚庆事宜，指点都很清楚，帮我们省不少经历，人帅，太帅才啦，介绍朋友去看看，呵呵呵呵！
REVIEW5007,+,USER4776,IP90,5,特别象山的龙头烤，很好吃，菜式结合了宁帮、本帮和其他一些大路菜没有特别印象深刻的菜，但总体味道、色面还不错，
